W0621 18:46:18.290000 359090 torch/distributed/run.py:791] 
W0621 18:46:18.290000 359090 torch/distributed/run.py:791] *****************************************
W0621 18:46:18.290000 359090 torch/distributed/run.py:791] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0621 18:46:18.290000 359090 torch/distributed/run.py:791] *****************************************
Total desired batch size: 524,288
=> calculated gradient accumulation steps: 1
found 99 shards for split train
found 1 shards for split val
Total parameters: 124,475,904
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of decayed parameter tensors: 74, with 124354560 total parametersnum of non-decayed parameter tensors: 122, with 121344 total parameters

num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: Trueusing fused AdamW: True

wandb: Currently logged in as: arinjay-singh (arinjay-singh-northeastern-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.20.1
wandb: Run data is saved locally in /home/ubuntu/llm/wandb/run-20250621_184634-by6p52jo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run wise-sponge-4
wandb: ⭐️ View project at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining
wandb: 🚀 View run at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining/runs/by6p52jo
Wandb logging initialized
Validation loss at step 0: 10.961261749267578
Step 0: loss=10.9660, lr=0.000024, tokens/sec=20918.23, grad_norm=2.8407, duration=25.06s
Step 3307: loss=3.3849, lr=0.000585, tokens/sec=1376391.32, grad_norm=0.2835, duration=0.38s
Step 3308: loss=3.4100, lr=0.000585, tokens/sec=1376872.21, grad_norm=0.2892, duration=0.38s
Step 3309: loss=3.3982, lr=0.000585, tokens/sec=1373720.70, grad_norm=0.2876, duration=0.38s
Step 3310: loss=3.4005, lr=0.000585, tokens/sec=1376024.42, grad_norm=0.2832, duration=0.38s
Step 3311: loss=3.2954, lr=0.000585, tokens/sec=1376251.78, grad_norm=0.2402, duration=0.38s
Step 3312: loss=3.4072, lr=0.000585, tokens/sec=1374487.47, grad_norm=0.2928, duration=0.38s
Step 3313: loss=3.3506, lr=0.000585, tokens/sec=1377331.00, grad_norm=0.3272, duration=0.38s
Step 3314: loss=3.3451, lr=0.000585, tokens/sec=1377002.40, grad_norm=0.2793, duration=0.38s
Step 3315: loss=3.3241, lr=0.000585, tokens/sec=1375736.04, grad_norm=0.2778, duration=0.38s
Step 3316: loss=3.3263, lr=0.000585, tokens/sec=1375794.56, grad_norm=0.2702, duration=0.38s
Step 3317: loss=3.3683, lr=0.000585, tokens/sec=1379485.87, grad_norm=0.2704, duration=0.38s
Step 3318: loss=3.3110, lr=0.000585, tokens/sec=1375506.27, grad_norm=0.2828, duration=0.38s
Step 3319: loss=3.3303, lr=0.000585, tokens/sec=1378188.17, grad_norm=0.2594, duration=0.38s
Step 3320: loss=3.3253, lr=0.000585, tokens/sec=1375138.99, grad_norm=0.2644, duration=0.38s
Step 3321: loss=3.3256, lr=0.000585, tokens/sec=1373281.47, grad_norm=0.2824, duration=0.38s
Step 3322: loss=3.3377, lr=0.000585, tokens/sec=1374379.23, grad_norm=0.3053, duration=0.38s
Step 3323: loss=3.3634, lr=0.000585, tokens/sec=1374060.62, grad_norm=0.3549, duration=0.38s
Step 3324: loss=3.4349, lr=0.000585, tokens/sec=1372998.52, grad_norm=0.3216, duration=0.38s
Step 3325: loss=3.4353, lr=0.000585, tokens/sec=1373264.32, grad_norm=0.3144, duration=0.38s
Step 3326: loss=3.4162, lr=0.000585, tokens/sec=1375298.95, grad_norm=0.3098, duration=0.38s
Step 3327: loss=3.4266, lr=0.000585, tokens/sec=1374808.85, grad_norm=0.3034, duration=0.38s
Step 3328: loss=3.3706, lr=0.000585, tokens/sec=1375607.81, grad_norm=0.2999, duration=0.38s
Step 3329: loss=3.4221, lr=0.000585, tokens/sec=1376047.67, grad_norm=0.3306, duration=0.38s
Step 3330: loss=3.3996, lr=0.000585, tokens/sec=1374617.21, grad_norm=0.3068, duration=0.38s
Step 3331: loss=3.4534, lr=0.000585, tokens/sec=1371204.91, grad_norm=0.2865, duration=0.38s
Step 3332: loss=3.4310, lr=0.000585, tokens/sec=1374773.61, grad_norm=0.2933, duration=0.38s
Step 3333: loss=3.4453, lr=0.000585, tokens/sec=1373561.11, grad_norm=0.2812, duration=0.38s
Step 3334: loss=3.4148, lr=0.000585, tokens/sec=1374350.02, grad_norm=0.3167, duration=0.38s
Step 3335: loss=3.3871, lr=0.000585, tokens/sec=1373535.37, grad_norm=0.2921, duration=0.38s
Step 3336: loss=3.4005, lr=0.000585, tokens/sec=1374679.94, grad_norm=0.2720, duration=0.38s
Step 3337: loss=3.3827, lr=0.000585, tokens/sec=1369777.66, grad_norm=0.2743, duration=0.38s
Step 3338: loss=3.3871, lr=0.000585, tokens/sec=1374596.58, grad_norm=0.2563, duration=0.38s
Step 3339: loss=3.3485, lr=0.000585, tokens/sec=1371676.19, grad_norm=0.2803, duration=0.38s
Step 3340: loss=3.4077, lr=0.000585, tokens/sec=1374659.31, grad_norm=0.2564, duration=0.38s
Step 3341: loss=3.3601, lr=0.000585, tokens/sec=1380345.73, grad_norm=0.2438, duration=0.38s
Step 3342: loss=3.3580, lr=0.000585, tokens/sec=1373049.95, grad_norm=0.2424, duration=0.38s
Step 3343: loss=3.3286, lr=0.000585, tokens/sec=1374348.30, grad_norm=0.2626, duration=0.38s
Step 3344: loss=3.4010, lr=0.000585, tokens/sec=1376658.44, grad_norm=0.2844, duration=0.38s
Step 3345: loss=3.4235, lr=0.000585, tokens/sec=1375354.86, grad_norm=0.2503, duration=0.38s
Step 3346: loss=3.4405, lr=0.000585, tokens/sec=1374896.53, grad_norm=0.2696, duration=0.38s
Step 3347: loss=3.3679, lr=0.000585, tokens/sec=1374488.33, grad_norm=0.2576, duration=0.38s
Step 3348: loss=3.3949, lr=0.000585, tokens/sec=1373277.18, grad_norm=0.2802, duration=0.38s
Step 3349: loss=3.3435, lr=0.000585, tokens/sec=1371946.61, grad_norm=0.2890, duration=0.38s
Step 3350: loss=3.3897, lr=0.000585, tokens/sec=1374509.80, grad_norm=0.2885, duration=0.38s
Step 3351: loss=3.3945, lr=0.000585, tokens/sec=1373271.18, grad_norm=0.2874, duration=0.38s
Step 3352: loss=3.4133, lr=0.000585, tokens/sec=1373034.52, grad_norm=0.2709, duration=0.38s
Step 3353: loss=3.4170, lr=0.000585, tokens/sec=1377180.05, grad_norm=0.2870, duration=0.38s
Step 3354: loss=3.4169, lr=0.000585, tokens/sec=1374670.48, grad_norm=0.2797, duration=0.38s
Step 3355: loss=3.3886, lr=0.000585, tokens/sec=1376439.57, grad_norm=0.2922, duration=0.38s
Step 3356: loss=3.4076, lr=0.000585, tokens/sec=1373460.73, grad_norm=0.2661, duration=0.38s
Step 3357: loss=3.3634, lr=0.000585, tokens/sec=1373206.00, grad_norm=0.2517, duration=0.38s
Step 3358: loss=3.3491, lr=0.000585, tokens/sec=1373139.12, grad_norm=0.2868, duration=0.38s
Step 3359: loss=3.3232, lr=0.000585, tokens/sec=1377765.92, grad_norm=0.3135, duration=0.38s
Step 3360: loss=3.3506, lr=0.000585, tokens/sec=1371890.98, grad_norm=0.2892, duration=0.38s
Step 3361: loss=3.2613, lr=0.000585, tokens/sec=1370558.82, grad_norm=0.2620, duration=0.38s
Step 3362: loss=3.3020, lr=0.000585, tokens/sec=1376138.95, grad_norm=0.3184, duration=0.38s
Step 3363: loss=3.2805, lr=0.000584, tokens/sec=1374701.42, grad_norm=0.3012, duration=0.38s
Step 3364: loss=3.3664, lr=0.000584, tokens/sec=1376661.89, grad_norm=0.2851, duration=0.38s
Step 3365: loss=3.3345, lr=0.000584, tokens/sec=1376868.76, grad_norm=0.2518, duration=0.38s
Step 3366: loss=3.3333, lr=0.000584, tokens/sec=1375192.30, grad_norm=0.2797, duration=0.38s
Step 3367: loss=3.2880, lr=0.000584, tokens/sec=1377017.06, grad_norm=0.2355, duration=0.38s
Step 3368: loss=3.3144, lr=0.000584, tokens/sec=1380636.92, grad_norm=0.2820, duration=0.38s
Step 3369: loss=3.3675, lr=0.000584, tokens/sec=1373268.60, grad_norm=0.2561, duration=0.38s
Step 3370: loss=3.4080, lr=0.000584, tokens/sec=1377315.47, grad_norm=0.2787, duration=0.38s
Step 3371: loss=3.4269, lr=0.000584, tokens/sec=1375820.39, grad_norm=0.2783, duration=0.38s
Step 3372: loss=3.4444, lr=0.000584, tokens/sec=1377143.82, grad_norm=0.3411, duration=0.38s
Step 3373: loss=3.4318, lr=0.000584, tokens/sec=1375723.13, grad_norm=0.3112, duration=0.38s
Step 3374: loss=3.4393, lr=0.000584, tokens/sec=1374498.64, grad_norm=0.2800, duration=0.38s
Step 3375: loss=3.3804, lr=0.000584, tokens/sec=1374597.44, grad_norm=0.3077, duration=0.38s
Step 3376: loss=3.4052, lr=0.000584, tokens/sec=1370636.56, grad_norm=0.2880, duration=0.38s
Step 3377: loss=3.4545, lr=0.000584, tokens/sec=1374594.01, grad_norm=0.2731, duration=0.38s
Step 3378: loss=3.5051, lr=0.000584, tokens/sec=1374392.11, grad_norm=0.3149, duration=0.38s
Step 3379: loss=3.4415, lr=0.000584, tokens/sec=1376535.21, grad_norm=0.3616, duration=0.38s
Step 3380: loss=3.4336, lr=0.000584, tokens/sec=1372453.52, grad_norm=0.2902, duration=0.38s
Step 3381: loss=3.3701, lr=0.000584, tokens/sec=1377535.48, grad_norm=0.2843, duration=0.38s
Step 3382: loss=3.3953, lr=0.000584, tokens/sec=1379817.39, grad_norm=0.2938, duration=0.38s
Step 3383: loss=3.3593, lr=0.000584, tokens/sec=1379201.22, grad_norm=0.2765, duration=0.38s
Step 3384: loss=3.3617, lr=0.000584, tokens/sec=1373091.11, grad_norm=0.2718, duration=0.38s
Step 3385: loss=3.4444, lr=0.000584, tokens/sec=1374961.86, grad_norm=0.3025, duration=0.38s
Step 3386: loss=3.3303, lr=0.000584, tokens/sec=1379169.22, grad_norm=0.2694, duration=0.38s
Step 3387: loss=3.4139, lr=0.000584, tokens/sec=1378822.45, grad_norm=0.2882, duration=0.38s
Step 3388: loss=3.4534, lr=0.000584, tokens/sec=1377410.37, grad_norm=0.2805, duration=0.38s
Step 3389: loss=3.3825, lr=0.000584, tokens/sec=1377130.02, grad_norm=0.2691, duration=0.38s
Step 3390: loss=3.3360, lr=0.000584, tokens/sec=1376231.10, grad_norm=0.2581, duration=0.38s
Step 3391: loss=3.3927, lr=0.000584, tokens/sec=1377529.44, grad_norm=0.2546, duration=0.38s
Step 3392: loss=3.3793, lr=0.000584, tokens/sec=1375940.05, grad_norm=0.2733, duration=0.38s
Step 3393: loss=3.3559, lr=0.000584, tokens/sec=1375117.49, grad_norm=0.2630, duration=0.38s
Step 3394: loss=3.2810, lr=0.000584, tokens/sec=1380014.82, grad_norm=0.2615, duration=0.38s
Step 3395: loss=3.3596, lr=0.000584, tokens/sec=1374040.01, grad_norm=0.2893, duration=0.38s
Step 3396: loss=3.3521, lr=0.000584, tokens/sec=1375027.20, grad_norm=0.3121, duration=0.38s
Step 3397: loss=3.3495, lr=0.000584, tokens/sec=1376959.28, grad_norm=0.2955, duration=0.38s
Step 3398: loss=3.4048, lr=0.000584, tokens/sec=1377255.95, grad_norm=0.3114, duration=0.38s
Step 3399: loss=3.3587, lr=0.000584, tokens/sec=1377115.36, grad_norm=0.2626, duration=0.38s
Step 3400/19073 (17.8%), Elapsed time: 1361.00s, Steps per hour: 8993.37, Estimated hours remaining: 1.74
Step 3400: loss=3.3766, lr=0.000584, tokens/sec=1373402.40, grad_norm=0.2713, duration=0.38s
Step 3401: loss=3.3721, lr=0.000584, tokens/sec=1376890.31, grad_norm=0.2834, duration=0.38s
Step 3402: loss=3.2960, lr=0.000584, tokens/sec=1373822.83, grad_norm=0.2792, duration=0.38s
Step 3403: loss=3.3679, lr=0.000584, tokens/sec=1379337.04, grad_norm=0.3066, duration=0.38s
Step 3404: loss=3.3108, lr=0.000584, tokens/sec=1373447.86, grad_norm=0.2908, duration=0.38s
Step 3405: loss=3.3193, lr=0.000584, tokens/sec=1374923.18, grad_norm=0.2812, duration=0.38s
Step 3406: loss=3.2738, lr=0.000584, tokens/sec=1374637.83, grad_norm=0.2824, duration=0.38s
Step 3407: loss=3.3857, lr=0.000584, tokens/sec=1373370.67, grad_norm=0.3057, duration=0.38s
Step 3408: loss=3.3146, lr=0.000584, tokens/sec=1377011.02, grad_norm=0.2804, duration=0.38s
Step 3409: loss=3.3182, lr=0.000584, tokens/sec=1375341.10, grad_norm=0.2662, duration=0.38s
Step 3410: loss=3.2944, lr=0.000584, tokens/sec=1374094.96, grad_norm=0.2754, duration=0.38s
Step 3411: loss=3.3102, lr=0.000584, tokens/sec=1377012.74, grad_norm=0.2652, duration=0.38s
Step 3412: loss=3.3371, lr=0.000584, tokens/sec=1375509.72, grad_norm=0.2790, duration=0.38s
Step 3413: loss=3.3467, lr=0.000584, tokens/sec=1376770.49, grad_norm=0.2647, duration=0.38s
Step 3414: loss=3.3116, lr=0.000584, tokens/sec=1376356.00, grad_norm=0.2769, duration=0.38s
Step 3415: loss=3.4111, lr=0.000584, tokens/sec=1375106.31, grad_norm=0.2723, duration=0.38s
Step 3416: loss=3.4015, lr=0.000584, tokens/sec=1380339.66, grad_norm=0.3019, duration=0.38s
Step 3417: loss=3.4395, lr=0.000584, tokens/sec=1372935.08, grad_norm=0.3046, duration=0.38s
Step 3418: loss=3.3689, lr=0.000584, tokens/sec=1375904.75, grad_norm=0.3241, duration=0.38s
Step 3419: loss=3.4070, lr=0.000584, tokens/sec=1378625.36, grad_norm=0.3097, duration=0.38s
Step 3420: loss=3.3933, lr=0.000584, tokens/sec=1373934.42, grad_norm=0.3515, duration=0.38s
Step 3421: loss=3.4338, lr=0.000584, tokens/sec=1375277.45, grad_norm=0.3558, duration=0.38s
Step 3422: loss=3.4449, lr=0.000584, tokens/sec=1374026.28, grad_norm=0.2900, duration=0.38s
Step 3423: loss=3.4854, lr=0.000584, tokens/sec=1375703.33, grad_norm=0.3145, duration=0.38s
Step 3424: loss=3.4338, lr=0.000584, tokens/sec=1376044.23, grad_norm=0.3058, duration=0.38s
Step 3425: loss=3.4331, lr=0.000584, tokens/sec=1377278.38, grad_norm=0.3197, duration=0.38s
Step 3426: loss=3.4912, lr=0.000584, tokens/sec=1374863.00, grad_norm=0.3077, duration=0.38s
Step 3427: loss=3.4041, lr=0.000584, tokens/sec=1377594.16, grad_norm=0.2994, duration=0.38s
Step 3428: loss=3.4373, lr=0.000584, tokens/sec=1376202.68, grad_norm=0.3088, duration=0.38s
Step 3429: loss=3.4387, lr=0.000584, tokens/sec=1374741.81, grad_norm=0.3085, duration=0.38s
Step 3430: loss=3.4168, lr=0.000584, tokens/sec=1378124.25, grad_norm=0.2862, duration=0.38s
Step 3431: loss=3.3655, lr=0.000584, tokens/sec=1377180.91, grad_norm=0.2773, duration=0.38s
Step 3432: loss=3.4004, lr=0.000584, tokens/sec=1375083.95, grad_norm=0.2697, duration=0.38s
Step 3433: loss=3.3489, lr=0.000584, tokens/sec=1375956.41, grad_norm=0.2800, duration=0.38s
Step 3434: loss=3.4271, lr=0.000584, tokens/sec=1375455.51, grad_norm=0.2555, duration=0.38s
Step 3435: loss=3.3925, lr=0.000584, tokens/sec=1372802.23, grad_norm=0.2835, duration=0.38s
Step 3436: loss=3.3670, lr=0.000584, tokens/sec=1381322.91, grad_norm=0.2755, duration=0.38s
Step 3437: loss=3.3927, lr=0.000584, tokens/sec=1377421.58, grad_norm=0.2731, duration=0.38s
Step 3438: loss=3.3466, lr=0.000584, tokens/sec=1376704.12, grad_norm=0.2671, duration=0.38s
Step 3439: loss=3.2598, lr=0.000584, tokens/sec=1376077.81, grad_norm=0.3389, duration=0.38s
Step 3440: loss=3.3627, lr=0.000584, tokens/sec=1377478.53, grad_norm=0.2539, duration=0.38s
Step 3441: loss=3.3721, lr=0.000583, tokens/sec=1379078.40, grad_norm=0.2870, duration=0.38s
Step 3442: loss=3.4346, lr=0.000583, tokens/sec=1372301.06, grad_norm=0.2571, duration=0.38s
Step 3443: loss=3.3256, lr=0.000583, tokens/sec=1376952.39, grad_norm=0.2899, duration=0.38s
Step 3444: loss=3.4044, lr=0.000583, tokens/sec=1375843.63, grad_norm=0.2881, duration=0.38s
Step 3445: loss=3.3204, lr=0.000583, tokens/sec=1375238.74, grad_norm=0.3149, duration=0.38s
Step 3446: loss=3.3223, lr=0.000583, tokens/sec=1374628.38, grad_norm=0.2840, duration=0.38s
Step 3447: loss=3.3522, lr=0.000583, tokens/sec=1377599.34, grad_norm=0.3029, duration=0.38s
Step 3448: loss=3.4152, lr=0.000583, tokens/sec=1373917.25, grad_norm=0.2709, duration=0.38s
Step 3449: loss=3.3782, lr=0.000583, tokens/sec=1375551.88, grad_norm=0.2893, duration=0.38s
Step 3450: loss=3.3778, lr=0.000583, tokens/sec=1377247.32, grad_norm=0.3051, duration=0.38s
Step 3451: loss=3.3704, lr=0.000583, tokens/sec=1373487.33, grad_norm=0.2739, duration=0.38s
Step 3452: loss=3.3926, lr=0.000583, tokens/sec=1373296.91, grad_norm=0.3108, duration=0.38s
Step 3453: loss=3.4718, lr=0.000583, tokens/sec=1376957.56, grad_norm=0.2863, duration=0.38s
Step 3454: loss=3.3790, lr=0.000583, tokens/sec=1377092.94, grad_norm=0.2755, duration=0.38s
Step 3455: loss=3.3048, lr=0.000583, tokens/sec=1373821.12, grad_norm=0.2790, duration=0.38s
Step 3456: loss=3.3770, lr=0.000583, tokens/sec=1378474.13, grad_norm=0.2775, duration=0.38s
Step 3457: loss=3.3018, lr=0.000583, tokens/sec=1379684.07, grad_norm=0.2698, duration=0.38s
Step 3458: loss=3.3019, lr=0.000583, tokens/sec=1375668.91, grad_norm=0.2756, duration=0.38s
Step 3459: loss=3.3339, lr=0.000583, tokens/sec=1373250.60, grad_norm=0.2998, duration=0.38s
Step 3460: loss=3.3145, lr=0.000583, tokens/sec=1375703.33, grad_norm=0.2648, duration=0.38s
Step 3461: loss=3.3323, lr=0.000583, tokens/sec=1375807.48, grad_norm=0.2678, duration=0.38s
Step 3462: loss=3.3172, lr=0.000583, tokens/sec=1378406.73, grad_norm=0.2574, duration=0.38s
Step 3463: loss=3.3391, lr=0.000583, tokens/sec=1376906.69, grad_norm=0.2422, duration=0.38s
Step 3464: loss=3.3407, lr=0.000583, tokens/sec=1378042.21, grad_norm=0.2439, duration=0.38s
Step 3465: loss=3.3054, lr=0.000583, tokens/sec=1377343.94, grad_norm=0.2684, duration=0.38s
Step 3466: loss=3.3312, lr=0.000583, tokens/sec=1375287.77, grad_norm=0.2739, duration=0.38s
Step 3467: loss=3.4524, lr=0.000583, tokens/sec=1376341.36, grad_norm=0.2881, duration=0.38s
Step 3468: loss=3.4498, lr=0.000583, tokens/sec=1379160.57, grad_norm=0.3036, duration=0.38s
Step 3469: loss=3.4299, lr=0.000583, tokens/sec=1375843.63, grad_norm=0.3118, duration=0.38s
Step 3470: loss=3.4135, lr=0.000583, tokens/sec=1375450.35, grad_norm=0.2767, duration=0.38s
Step 3471: loss=3.4154, lr=0.000583, tokens/sec=1376864.45, grad_norm=0.2918, duration=0.38s
Step 3472: loss=3.4219, lr=0.000583, tokens/sec=1380436.71, grad_norm=0.2726, duration=0.38s
Step 3473: loss=3.4090, lr=0.000583, tokens/sec=1377036.89, grad_norm=0.3005, duration=0.38s
Step 3474: loss=3.3744, lr=0.000583, tokens/sec=1375426.26, grad_norm=0.2687, duration=0.38s
Step 3475: loss=3.3840, lr=0.000583, tokens/sec=1374469.43, grad_norm=0.2577, duration=0.38s
Step 3476: loss=3.3914, lr=0.000583, tokens/sec=1371501.67, grad_norm=0.2618, duration=0.38s
Step 3477: loss=3.3747, lr=0.000583, tokens/sec=1372498.92, grad_norm=0.2825, duration=0.38s
Step 3478: loss=3.3650, lr=0.000583, tokens/sec=1374364.62, grad_norm=0.2504, duration=0.38s
Step 3479: loss=3.3907, lr=0.000583, tokens/sec=1376076.95, grad_norm=0.2672, duration=0.38s
Step 3480: loss=3.3579, lr=0.000583, tokens/sec=1378107.84, grad_norm=0.2329, duration=0.38s
Step 3481: loss=3.2875, lr=0.000583, tokens/sec=1374683.37, grad_norm=0.2657, duration=0.38s
Step 3482: loss=3.3302, lr=0.000583, tokens/sec=1372262.53, grad_norm=0.2771, duration=0.38s
Step 3483: loss=3.3852, lr=0.000583, tokens/sec=1373181.14, grad_norm=0.2705, duration=0.38s
Step 3484: loss=3.3770, lr=0.000583, tokens/sec=1374319.96, grad_norm=0.3222, duration=0.38s
Step 3485: loss=3.3936, lr=0.000583, tokens/sec=1376960.15, grad_norm=0.2892, duration=0.38s
Step 3486: loss=3.3395, lr=0.000583, tokens/sec=1376068.34, grad_norm=0.2562, duration=0.38s
Step 3487: loss=3.4219, lr=0.000583, tokens/sec=1372899.08, grad_norm=0.2649, duration=0.38s
Step 3488: loss=3.3685, lr=0.000583, tokens/sec=1378490.54, grad_norm=0.2781, duration=0.38s
Step 3489: loss=3.3567, lr=0.000583, tokens/sec=1375086.53, grad_norm=0.2684, duration=0.38s
Step 3490: loss=3.3655, lr=0.000583, tokens/sec=1380888.34, grad_norm=0.3482, duration=0.38s
Step 3491: loss=3.3116, lr=0.000583, tokens/sec=1376279.34, grad_norm=0.3447, duration=0.38s
Step 3492: loss=3.3438, lr=0.000583, tokens/sec=1374877.62, grad_norm=0.3435, duration=0.38s
Step 3493: loss=3.3566, lr=0.000583, tokens/sec=1375513.16, grad_norm=0.3516, duration=0.38s
Step 3494: loss=3.3927, lr=0.000583, tokens/sec=1377063.62, grad_norm=0.3280, duration=0.38s
Step 3495: loss=3.4016, lr=0.000583, tokens/sec=1377651.99, grad_norm=0.3049, duration=0.38s
Step 3496: loss=3.3951, lr=0.000583, tokens/sec=1376500.74, grad_norm=0.3068, duration=0.38s
Step 3497: loss=3.3446, lr=0.000583, tokens/sec=1378532.89, grad_norm=0.2714, duration=0.38s
Step 3498: loss=3.3835, lr=0.000583, tokens/sec=1377666.66, grad_norm=0.2939, duration=0.38s
Step 3499: loss=3.3595, lr=0.000583, tokens/sec=1377428.49, grad_norm=0.2989, duration=0.38s
Step 3500/19073 (18.4%), Elapsed time: 1399.19s, Steps per hour: 9005.18, Estimated hours remaining: 1.73
Validation loss at step 3500: 3.706681251525879
Step 3500: loss=3.3465, lr=0.000583, tokens/sec=156681.82, grad_norm=0.2759, duration=3.35s
Step 3501: loss=3.3132, lr=0.000583, tokens/sec=1380256.49, grad_norm=0.2534, duration=0.38s
Step 3502: loss=3.3817, lr=0.000583, tokens/sec=1378565.73, grad_norm=0.2742, duration=0.38s
Step 3503: loss=3.3070, lr=0.000583, tokens/sec=1372852.80, grad_norm=0.2453, duration=0.38s
Step 3504: loss=3.3491, lr=0.000583, tokens/sec=1375169.08, grad_norm=0.2660, duration=0.38s
Step 3505: loss=3.2606, lr=0.000583, tokens/sec=1374667.90, grad_norm=0.2727, duration=0.38s
Step 3506: loss=3.3193, lr=0.000583, tokens/sec=1375834.16, grad_norm=0.2695, duration=0.38s
Step 3507: loss=3.3304, lr=0.000583, tokens/sec=1378176.07, grad_norm=0.2840, duration=0.38s
Step 3508: loss=3.2779, lr=0.000583, tokens/sec=1377777.14, grad_norm=0.2756, duration=0.38s
Step 3509: loss=3.3191, lr=0.000583, tokens/sec=1377425.04, grad_norm=0.2700, duration=0.38s
Step 3510: loss=3.2446, lr=0.000583, tokens/sec=1378027.53, grad_norm=0.2802, duration=0.38s
Step 3511: loss=3.3235, lr=0.000583, tokens/sec=1373025.09, grad_norm=0.2871, duration=0.38s
Step 3512: loss=3.2915, lr=0.000583, tokens/sec=1372148.64, grad_norm=0.2698, duration=0.38s
Step 3513: loss=3.3559, lr=0.000583, tokens/sec=1376562.78, grad_norm=0.2915, duration=0.38s
Step 3514: loss=3.3962, lr=0.000583, tokens/sec=1376201.82, grad_norm=0.2982, duration=0.38s
Step 3515: loss=3.3868, lr=0.000583, tokens/sec=1370184.78, grad_norm=0.3035, duration=0.38s
Step 3516: loss=3.4011, lr=0.000582, tokens/sec=1375200.04, grad_norm=0.3117, duration=0.38s
Step 3517: loss=3.3930, lr=0.000582, tokens/sec=1378203.71, grad_norm=0.3022, duration=0.38s
Step 3518: loss=3.3512, lr=0.000582, tokens/sec=1376085.56, grad_norm=0.3169, duration=0.38s
Step 3519: loss=3.4031, lr=0.000582, tokens/sec=1372628.28, grad_norm=0.2853, duration=0.38s
Step 3520: loss=3.3694, lr=0.000582, tokens/sec=1377958.45, grad_norm=0.3046, duration=0.38s
Step 3521: loss=3.4180, lr=0.000582, tokens/sec=1373144.26, grad_norm=0.3109, duration=0.38s
Step 3522: loss=3.4296, lr=0.000582, tokens/sec=1375761.86, grad_norm=0.3178, duration=0.38s
Step 3523: loss=3.3701, lr=0.000582, tokens/sec=1376497.30, grad_norm=0.2860, duration=0.38s
Step 3524: loss=3.3976, lr=0.000582, tokens/sec=1374109.56, grad_norm=0.3008, duration=0.38s
Step 3525: loss=3.3658, lr=0.000582, tokens/sec=1375893.56, grad_norm=0.3117, duration=0.38s
Step 3526: loss=3.3779, lr=0.000582, tokens/sec=1379481.55, grad_norm=0.3180, duration=0.38s
Step 3527: loss=3.3389, lr=0.000582, tokens/sec=1376315.52, grad_norm=0.2924, duration=0.38s
Step 3528: loss=3.3815, lr=0.000582, tokens/sec=1372220.57, grad_norm=0.2780, duration=0.38s
Step 3529: loss=3.3345, lr=0.000582, tokens/sec=1374058.04, grad_norm=0.2790, duration=0.38s
Step 3530: loss=3.3459, lr=0.000582, tokens/sec=1378704.88, grad_norm=0.2626, duration=0.38s
Step 3531: loss=3.3316, lr=0.000582, tokens/sec=1375707.63, grad_norm=0.2731, duration=0.38s
Step 3532: loss=3.3543, lr=0.000582, tokens/sec=1376771.35, grad_norm=0.2612, duration=0.38s
Step 3533: loss=3.2940, lr=0.000582, tokens/sec=1378721.30, grad_norm=0.2442, duration=0.38s
Step 3534: loss=3.4470, lr=0.000582, tokens/sec=1379764.58, grad_norm=0.2712, duration=0.38s
Step 3535: loss=3.3720, lr=0.000582, tokens/sec=1378222.72, grad_norm=0.2784, duration=0.38s
Step 3536: loss=3.3746, lr=0.000582, tokens/sec=1376509.36, grad_norm=0.2658, duration=0.38s
Step 3537: loss=3.3503, lr=0.000582, tokens/sec=1376157.04, grad_norm=0.2657, duration=0.38s
Step 3538: loss=3.3375, lr=0.000582, tokens/sec=1375519.18, grad_norm=0.2829, duration=0.38s
Step 3539: loss=3.3560, lr=0.000582, tokens/sec=1377801.32, grad_norm=0.3029, duration=0.38s
Step 3540: loss=3.3696, lr=0.000582, tokens/sec=1377289.59, grad_norm=0.2592, duration=0.38s
Step 3541: loss=3.3731, lr=0.000582, tokens/sec=1376692.91, grad_norm=0.2847, duration=0.38s
Step 3542: loss=3.4112, lr=0.000582, tokens/sec=1378051.71, grad_norm=0.2697, duration=0.38s
