W0621 18:05:35.616000 17871 torch/distributed/run.py:791] 
W0621 18:05:35.616000 17871 torch/distributed/run.py:791] *****************************************
W0621 18:05:35.616000 17871 torch/distributed/run.py:791] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0621 18:05:35.616000 17871 torch/distributed/run.py:791] *****************************************
Total desired batch size: 524,288
=> calculated gradient accumulation steps: 1
found 99 shards for split train
found 1 shards for split val
Total parameters: 124,475,904
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
num of decayed parameter tensors: 74, with 124354560 total parameters
num of non-decayed parameter tensors: 122, with 121344 total parameters
using fused AdamW: True
wandb: Currently logged in as: arinjay-singh (arinjay-singh-northeastern-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.20.1
wandb: Run data is saved locally in /home/ubuntu/llm/wandb/run-20250621_180551-k1h7rjd0
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run restful-haze-3
wandb: ⭐️ View project at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining
wandb: 🚀 View run at https://wandb.ai/arinjay-singh-northeastern-university/gpt2-pretraining/runs/k1h7rjd0
Wandb logging initialized
Validation loss at step 0: 10.961261749267578
Step 0: loss=10.9660, lr=0.000024, tokens/sec=8613.95, grad_norm=2.8407, duration=60.87s
Step 826: loss=4.7735, lr=0.000576, tokens/sec=1376789.45, grad_norm=0.5930, duration=0.38s
Step 827: loss=4.8893, lr=0.000576, tokens/sec=1378638.33, grad_norm=0.6275, duration=0.38s
Step 828: loss=4.8187, lr=0.000576, tokens/sec=1378507.83, grad_norm=0.6681, duration=0.38s
Step 829: loss=4.7563, lr=0.000577, tokens/sec=1376736.01, grad_norm=0.4946, duration=0.38s
Step 830: loss=4.7567, lr=0.000577, tokens/sec=1373075.67, grad_norm=0.4691, duration=0.38s
Step 831: loss=4.7621, lr=0.000578, tokens/sec=1379445.20, grad_norm=0.4183, duration=0.38s
Step 832: loss=4.7459, lr=0.000578, tokens/sec=1378085.39, grad_norm=0.4541, duration=0.38s
Step 833: loss=4.7756, lr=0.000578, tokens/sec=1378724.76, grad_norm=0.5072, duration=0.38s
Step 834: loss=4.6964, lr=0.000579, tokens/sec=1373757.61, grad_norm=0.5438, duration=0.38s
Step 835: loss=4.7265, lr=0.000579, tokens/sec=1380875.33, grad_norm=0.5774, duration=0.38s
Step 836: loss=4.7240, lr=0.000579, tokens/sec=1378992.79, grad_norm=0.6913, duration=0.38s
Step 837: loss=4.7486, lr=0.000580, tokens/sec=1377588.99, grad_norm=0.8204, duration=0.38s
Step 838: loss=4.7658, lr=0.000580, tokens/sec=1378844.06, grad_norm=0.7916, duration=0.38s
Step 839: loss=4.7058, lr=0.000580, tokens/sec=1380585.78, grad_norm=0.5905, duration=0.38s
Step 840: loss=4.7400, lr=0.000581, tokens/sec=1378597.70, grad_norm=0.6112, duration=0.38s
Step 841: loss=4.6690, lr=0.000581, tokens/sec=1379099.16, grad_norm=0.6821, duration=0.38s
Step 842: loss=4.7067, lr=0.000581, tokens/sec=1376152.73, grad_norm=0.7102, duration=0.38s
Step 843: loss=4.6761, lr=0.000582, tokens/sec=1377661.48, grad_norm=0.8392, duration=0.38s
Step 844: loss=4.6785, lr=0.000582, tokens/sec=1368779.25, grad_norm=0.7572, duration=0.38s
Step 845: loss=4.6351, lr=0.000582, tokens/sec=1374572.52, grad_norm=0.6601, duration=0.38s
Step 846: loss=4.6470, lr=0.000583, tokens/sec=1380182.85, grad_norm=0.6362, duration=0.38s
Step 847: loss=4.6824, lr=0.000583, tokens/sec=1373608.30, grad_norm=0.6841, duration=0.38s
Step 848: loss=4.6926, lr=0.000583, tokens/sec=1375246.49, grad_norm=0.5236, duration=0.38s
Step 849: loss=4.7061, lr=0.000584, tokens/sec=1378330.70, grad_norm=0.5672, duration=0.38s
Step 850: loss=4.7154, lr=0.000584, tokens/sec=1371635.98, grad_norm=0.7064, duration=0.38s
Step 851: loss=4.7326, lr=0.000584, tokens/sec=1374875.90, grad_norm=0.7553, duration=0.38s
Step 852: loss=4.7353, lr=0.000585, tokens/sec=1375388.41, grad_norm=0.7221, duration=0.38s
Step 853: loss=4.7700, lr=0.000585, tokens/sec=1372953.94, grad_norm=0.7381, duration=0.38s
Step 854: loss=4.8289, lr=0.000585, tokens/sec=1377969.67, grad_norm=0.7165, duration=0.38s
Step 855: loss=4.8452, lr=0.000585, tokens/sec=1376508.50, grad_norm=0.6022, duration=0.38s
Step 856: loss=4.8340, lr=0.000586, tokens/sec=1378972.03, grad_norm=0.6684, duration=0.38s
Step 857: loss=4.7875, lr=0.000586, tokens/sec=1380547.64, grad_norm=0.6417, duration=0.38s
Step 858: loss=4.8157, lr=0.000586, tokens/sec=1375847.93, grad_norm=0.7060, duration=0.38s
Step 859: loss=4.8203, lr=0.000587, tokens/sec=1380154.27, grad_norm=0.9634, duration=0.38s
Step 860: loss=4.8173, lr=0.000587, tokens/sec=1376380.12, grad_norm=0.9597, duration=0.38s
Step 861: loss=4.8029, lr=0.000587, tokens/sec=1381477.38, grad_norm=0.6991, duration=0.38s
Step 862: loss=4.7806, lr=0.000588, tokens/sec=1381244.83, grad_norm=0.5898, duration=0.38s
Step 863: loss=4.7374, lr=0.000588, tokens/sec=1377539.80, grad_norm=0.4687, duration=0.38s
Step 864: loss=4.7523, lr=0.000588, tokens/sec=1378692.78, grad_norm=0.4207, duration=0.38s
Step 865: loss=4.7273, lr=0.000588, tokens/sec=1375404.76, grad_norm=0.4484, duration=0.38s
Step 866: loss=4.7336, lr=0.000589, tokens/sec=1379055.05, grad_norm=0.5182, duration=0.38s
Step 867: loss=4.7104, lr=0.000589, tokens/sec=1379141.54, grad_norm=0.6278, duration=0.38s
Step 868: loss=4.7538, lr=0.000589, tokens/sec=1375000.55, grad_norm=0.6219, duration=0.38s
Step 869: loss=4.7095, lr=0.000589, tokens/sec=1378593.38, grad_norm=0.6406, duration=0.38s
Step 870: loss=4.7402, lr=0.000590, tokens/sec=1376562.78, grad_norm=0.7219, duration=0.38s
Step 871: loss=4.7321, lr=0.000590, tokens/sec=1374690.25, grad_norm=0.7066, duration=0.38s
Step 872: loss=4.7108, lr=0.000590, tokens/sec=1372272.80, grad_norm=0.6698, duration=0.38s
Step 873: loss=4.6976, lr=0.000590, tokens/sec=1377548.43, grad_norm=0.7047, duration=0.38s
Step 874: loss=4.7584, lr=0.000591, tokens/sec=1374724.62, grad_norm=0.6098, duration=0.38s
Step 875: loss=4.7322, lr=0.000591, tokens/sec=1375684.40, grad_norm=0.5902, duration=0.38s
Step 876: loss=4.7457, lr=0.000591, tokens/sec=1376133.78, grad_norm=0.5999, duration=0.38s
Step 877: loss=4.6572, lr=0.000591, tokens/sec=1382730.86, grad_norm=0.5602, duration=0.38s
Step 878: loss=4.6873, lr=0.000592, tokens/sec=1378491.41, grad_norm=0.5670, duration=0.38s
Step 879: loss=4.6594, lr=0.000592, tokens/sec=1378427.47, grad_norm=0.6500, duration=0.38s
Step 880: loss=4.6513, lr=0.000592, tokens/sec=1378471.53, grad_norm=0.5637, duration=0.38s
Step 881: loss=4.6202, lr=0.000592, tokens/sec=1380540.71, grad_norm=0.5695, duration=0.38s
Step 882: loss=4.6505, lr=0.000592, tokens/sec=1378842.33, grad_norm=0.5656, duration=0.38s
Step 883: loss=4.6589, lr=0.000593, tokens/sec=1379170.95, grad_norm=0.5691, duration=0.38s
Step 884: loss=4.6181, lr=0.000593, tokens/sec=1378075.89, grad_norm=0.5417, duration=0.38s
Step 885: loss=4.6331, lr=0.000593, tokens/sec=1380935.17, grad_norm=0.5492, duration=0.38s
Step 886: loss=4.6289, lr=0.000593, tokens/sec=1379633.00, grad_norm=0.5329, duration=0.38s
Step 887: loss=4.5966, lr=0.000593, tokens/sec=1380555.44, grad_norm=0.5351, duration=0.38s
Step 888: loss=4.6334, lr=0.000594, tokens/sec=1378683.27, grad_norm=0.4634, duration=0.38s
Step 889: loss=4.5628, lr=0.000594, tokens/sec=1379790.55, grad_norm=0.5187, duration=0.38s
Step 890: loss=4.5786, lr=0.000594, tokens/sec=1380824.18, grad_norm=0.4906, duration=0.38s
Step 891: loss=4.5361, lr=0.000594, tokens/sec=1378312.56, grad_norm=0.5334, duration=0.38s
Step 892: loss=4.5545, lr=0.000594, tokens/sec=1376862.72, grad_norm=0.5314, duration=0.38s
Step 893: loss=4.5266, lr=0.000595, tokens/sec=1380584.04, grad_norm=0.5140, duration=0.38s
Step 894: loss=4.5865, lr=0.000595, tokens/sec=1379920.43, grad_norm=0.6897, duration=0.38s
Step 895: loss=4.6483, lr=0.000595, tokens/sec=1378532.89, grad_norm=0.6856, duration=0.38s
Step 896: loss=4.6051, lr=0.000595, tokens/sec=1379234.96, grad_norm=0.5967, duration=0.38s
Step 897: loss=4.5944, lr=0.000595, tokens/sec=1377083.45, grad_norm=0.6458, duration=0.38s
Step 898: loss=4.5896, lr=0.000596, tokens/sec=1379116.46, grad_norm=0.6416, duration=0.38s
Step 899: loss=4.6409, lr=0.000596, tokens/sec=1378083.66, grad_norm=0.5591, duration=0.38s
Step 900/19073 (4.7%), Elapsed time: 412.12s, Steps per hour: 7861.83, Estimated hours remaining: 2.31
Step 900: loss=4.7365, lr=0.000596, tokens/sec=1374813.15, grad_norm=0.7091, duration=0.38s
Step 901: loss=4.7038, lr=0.000596, tokens/sec=1373089.39, grad_norm=0.8318, duration=0.38s
Step 902: loss=4.7688, lr=0.000596, tokens/sec=1374513.24, grad_norm=0.7378, duration=0.38s
Step 903: loss=4.7063, lr=0.000596, tokens/sec=1375983.10, grad_norm=0.6021, duration=0.38s
Step 904: loss=4.6987, lr=0.000596, tokens/sec=1376415.45, grad_norm=0.6300, duration=0.38s
Step 905: loss=4.6738, lr=0.000597, tokens/sec=1376002.90, grad_norm=0.6089, duration=0.38s
Step 906: loss=4.6668, lr=0.000597, tokens/sec=1376746.35, grad_norm=0.4642, duration=0.38s
Step 907: loss=4.7172, lr=0.000597, tokens/sec=1375841.91, grad_norm=0.5457, duration=0.38s
Step 908: loss=4.7770, lr=0.000597, tokens/sec=1378042.21, grad_norm=0.6261, duration=0.38s
Step 909: loss=4.7221, lr=0.000597, tokens/sec=1378956.47, grad_norm=0.6603, duration=0.38s
Step 910: loss=4.7020, lr=0.000597, tokens/sec=1375853.96, grad_norm=0.7036, duration=0.38s
Step 911: loss=4.6079, lr=0.000597, tokens/sec=1378627.95, grad_norm=0.6468, duration=0.38s
Step 912: loss=4.6471, lr=0.000598, tokens/sec=1374960.14, grad_norm=0.5908, duration=0.38s
Step 913: loss=4.6658, lr=0.000598, tokens/sec=1379102.62, grad_norm=0.5235, duration=0.38s
Step 914: loss=4.6160, lr=0.000598, tokens/sec=1377914.41, grad_norm=0.6078, duration=0.38s
Step 915: loss=4.6767, lr=0.000598, tokens/sec=1379019.59, grad_norm=0.7805, duration=0.38s
Step 916: loss=4.6650, lr=0.000598, tokens/sec=1375468.42, grad_norm=0.8437, duration=0.38s
Step 917: loss=4.7365, lr=0.000598, tokens/sec=1377966.22, grad_norm=0.7490, duration=0.38s
Step 918: loss=4.7516, lr=0.000598, tokens/sec=1377181.77, grad_norm=0.6745, duration=0.38s
Step 919: loss=4.6667, lr=0.000598, tokens/sec=1375942.63, grad_norm=0.6905, duration=0.38s
Step 920: loss=4.5922, lr=0.000598, tokens/sec=1377243.87, grad_norm=0.6303, duration=0.38s
Step 921: loss=4.6796, lr=0.000599, tokens/sec=1378415.37, grad_norm=0.7531, duration=0.38s
Step 922: loss=4.6411, lr=0.000599, tokens/sec=1376304.32, grad_norm=0.8646, duration=0.38s
Step 923: loss=4.6114, lr=0.000599, tokens/sec=1374093.25, grad_norm=0.8091, duration=0.38s
Step 924: loss=4.5573, lr=0.000599, tokens/sec=1376942.04, grad_norm=0.7289, duration=0.38s
Step 925: loss=4.6188, lr=0.000599, tokens/sec=1376371.51, grad_norm=0.7496, duration=0.38s
Step 926: loss=4.5705, lr=0.000599, tokens/sec=1376540.38, grad_norm=0.6731, duration=0.38s
Step 927: loss=4.6243, lr=0.000599, tokens/sec=1376045.95, grad_norm=0.5902, duration=0.38s
Step 928: loss=4.6425, lr=0.000599, tokens/sec=1376458.52, grad_norm=0.5203, duration=0.38s
Step 929: loss=4.5443, lr=0.000599, tokens/sec=1380488.71, grad_norm=0.5240, duration=0.38s
Step 930: loss=4.5423, lr=0.000599, tokens/sec=1375919.39, grad_norm=0.5224, duration=0.38s
Step 931: loss=4.5468, lr=0.000599, tokens/sec=1379079.27, grad_norm=0.4212, duration=0.38s
Step 932: loss=4.4735, lr=0.000599, tokens/sec=1380741.81, grad_norm=0.4386, duration=0.38s
Step 933: loss=4.5342, lr=0.000599, tokens/sec=1373755.03, grad_norm=0.4297, duration=0.38s
Step 934: loss=4.4445, lr=0.000600, tokens/sec=1379913.50, grad_norm=0.3875, duration=0.38s
Step 935: loss=4.4356, lr=0.000600, tokens/sec=1379578.47, grad_norm=0.3814, duration=0.38s
Step 936: loss=4.4568, lr=0.000600, tokens/sec=1379539.53, grad_norm=0.3969, duration=0.38s
Step 937: loss=4.4973, lr=0.000600, tokens/sec=1378665.12, grad_norm=0.4315, duration=0.38s
Step 938: loss=4.4476, lr=0.000600, tokens/sec=1381896.69, grad_norm=0.4680, duration=0.38s
Step 939: loss=4.4300, lr=0.000600, tokens/sec=1376858.41, grad_norm=0.4551, duration=0.38s
Step 940: loss=4.3731, lr=0.000600, tokens/sec=1378680.68, grad_norm=0.5331, duration=0.38s
Step 941: loss=4.4772, lr=0.000600, tokens/sec=1377171.42, grad_norm=0.5854, duration=0.38s
Step 942: loss=4.5087, lr=0.000600, tokens/sec=1377301.67, grad_norm=0.5713, duration=0.38s
Step 943: loss=4.5014, lr=0.000600, tokens/sec=1378193.35, grad_norm=0.6067, duration=0.38s
Step 944: loss=4.5421, lr=0.000600, tokens/sec=1374466.85, grad_norm=0.6502, duration=0.38s
Step 945: loss=4.5637, lr=0.000600, tokens/sec=1375842.77, grad_norm=0.6262, duration=0.38s
Step 946: loss=4.6092, lr=0.000600, tokens/sec=1378170.03, grad_norm=0.6181, duration=0.38s
Step 947: loss=4.6243, lr=0.000600, tokens/sec=1374296.77, grad_norm=0.5552, duration=0.38s
Step 948: loss=4.5820, lr=0.000600, tokens/sec=1376779.97, grad_norm=0.5789, duration=0.38s
Step 949: loss=4.5633, lr=0.000600, tokens/sec=1376630.00, grad_norm=0.5913, duration=0.38s
Step 950: loss=4.6253, lr=0.000600, tokens/sec=1380317.13, grad_norm=0.6405, duration=0.38s
Step 951: loss=4.6376, lr=0.000600, tokens/sec=1374814.87, grad_norm=0.5513, duration=0.38s
Step 952: loss=4.6332, lr=0.000600, tokens/sec=1378920.15, grad_norm=0.5531, duration=0.38s
Step 953: loss=4.6730, lr=0.000600, tokens/sec=1377937.72, grad_norm=0.5959, duration=0.38s
Step 954: loss=4.6032, lr=0.000600, tokens/sec=1380158.60, grad_norm=0.5801, duration=0.38s
Step 955: loss=4.6205, lr=0.000600, tokens/sec=1377449.19, grad_norm=0.5896, duration=0.38s
Step 956: loss=4.7049, lr=0.000600, tokens/sec=1378008.53, grad_norm=0.6068, duration=0.38s
Step 957: loss=4.6069, lr=0.000600, tokens/sec=1371006.58, grad_norm=0.6492, duration=0.38s
Step 958: loss=4.6724, lr=0.000600, tokens/sec=1376390.46, grad_norm=0.6543, duration=0.38s
Step 959: loss=4.5776, lr=0.000600, tokens/sec=1380505.17, grad_norm=0.6681, duration=0.38s
Step 960: loss=4.6299, lr=0.000600, tokens/sec=1377096.39, grad_norm=0.5518, duration=0.38s
Step 961: loss=4.5532, lr=0.000600, tokens/sec=1381335.93, grad_norm=0.5359, duration=0.38s
Step 962: loss=4.5795, lr=0.000600, tokens/sec=1377860.88, grad_norm=0.5787, duration=0.38s
Step 963: loss=4.6601, lr=0.000600, tokens/sec=1380585.78, grad_norm=0.7222, duration=0.38s
Step 964: loss=4.5784, lr=0.000600, tokens/sec=1379828.65, grad_norm=0.8691, duration=0.38s
Step 965: loss=4.6328, lr=0.000600, tokens/sec=1377697.73, grad_norm=0.7845, duration=0.38s
Step 966: loss=4.5575, lr=0.000600, tokens/sec=1377624.37, grad_norm=0.5640, duration=0.38s
Step 967: loss=4.6001, lr=0.000600, tokens/sec=1382312.78, grad_norm=0.5224, duration=0.38s
Step 968: loss=4.5585, lr=0.000600, tokens/sec=1381719.56, grad_norm=0.5877, duration=0.38s
Step 969: loss=4.4188, lr=0.000600, tokens/sec=1381925.35, grad_norm=0.8423, duration=0.38s
Step 970: loss=4.5275, lr=0.000600, tokens/sec=1376825.66, grad_norm=0.5784, duration=0.38s
Step 971: loss=4.5116, lr=0.000600, tokens/sec=1381261.31, grad_norm=0.5682, duration=0.38s
Step 972: loss=4.6023, lr=0.000600, tokens/sec=1374757.28, grad_norm=0.5563, duration=0.38s
Step 973: loss=4.4679, lr=0.000600, tokens/sec=1378379.08, grad_norm=0.5005, duration=0.38s
Step 974: loss=4.5030, lr=0.000600, tokens/sec=1378519.06, grad_norm=0.4453, duration=0.38s
Step 975: loss=4.4685, lr=0.000600, tokens/sec=1378075.89, grad_norm=0.4987, duration=0.38s
Step 976: loss=4.4584, lr=0.000600, tokens/sec=1381297.75, grad_norm=0.4782, duration=0.38s
Step 977: loss=4.4751, lr=0.000600, tokens/sec=1382175.50, grad_norm=0.5083, duration=0.38s
Step 978: loss=4.4654, lr=0.000600, tokens/sec=1377419.00, grad_norm=0.5255, duration=0.38s
Step 979: loss=4.4468, lr=0.000600, tokens/sec=1380170.72, grad_norm=0.5739, duration=0.38s
Step 980: loss=4.4867, lr=0.000600, tokens/sec=1381593.68, grad_norm=0.7597, duration=0.38s
Step 981: loss=4.4992, lr=0.000600, tokens/sec=1381539.00, grad_norm=0.7191, duration=0.38s
Step 982: loss=4.4605, lr=0.000600, tokens/sec=1380279.88, grad_norm=0.8604, duration=0.38s
Step 983: loss=4.5556, lr=0.000600, tokens/sec=1375419.38, grad_norm=0.5904, duration=0.38s
Step 984: loss=4.4269, lr=0.000600, tokens/sec=1378729.95, grad_norm=0.5417, duration=0.38s
Step 985: loss=4.3491, lr=0.000600, tokens/sec=1372887.94, grad_norm=0.5314, duration=0.38s
Step 986: loss=4.4636, lr=0.000600, tokens/sec=1375049.56, grad_norm=0.6014, duration=0.38s
Step 987: loss=4.3794, lr=0.000600, tokens/sec=1372259.10, grad_norm=0.7288, duration=0.38s
Step 988: loss=4.3392, lr=0.000600, tokens/sec=1380324.07, grad_norm=0.9301, duration=0.38s
Step 989: loss=4.4046, lr=0.000600, tokens/sec=1376455.08, grad_norm=0.6687, duration=0.38s
Step 990: loss=4.4147, lr=0.000600, tokens/sec=1376319.82, grad_norm=0.5936, duration=0.38s
Step 991: loss=4.4631, lr=0.000600, tokens/sec=1378324.65, grad_norm=0.5714, duration=0.38s
Step 992: loss=4.4246, lr=0.000600, tokens/sec=1376269.86, grad_norm=0.5762, duration=0.38s
Step 993: loss=4.4651, lr=0.000600, tokens/sec=1377659.75, grad_norm=0.5396, duration=0.38s
Step 994: loss=4.4286, lr=0.000600, tokens/sec=1378098.34, grad_norm=0.4839, duration=0.38s
Step 995: loss=4.4136, lr=0.000600, tokens/sec=1373469.31, grad_norm=0.6542, duration=0.38s
Step 996: loss=4.4377, lr=0.000600, tokens/sec=1370373.48, grad_norm=0.5213, duration=0.38s
Step 997: loss=4.5410, lr=0.000600, tokens/sec=1376936.01, grad_norm=0.4839, duration=0.38s
Step 998: loss=4.5590, lr=0.000600, tokens/sec=1374593.15, grad_norm=0.5479, duration=0.38s
Step 999: loss=4.5463, lr=0.000600, tokens/sec=1377867.79, grad_norm=0.5845, duration=0.38s
Step 1000/19073 (5.2%), Elapsed time: 450.25s, Steps per hour: 7995.48, Estimated hours remaining: 2.26
Validation loss at step 1000: 4.485050678253174
Step 1000: loss=4.5478, lr=0.000600, tokens/sec=155076.61, grad_norm=0.6680, duration=3.38s
Step 1001: loss=4.5476, lr=0.000600, tokens/sec=1377715.86, grad_norm=0.6114, duration=0.38s
Step 1002: loss=4.5552, lr=0.000600, tokens/sec=1379221.12, grad_norm=0.5508, duration=0.38s
Step 1003: loss=4.5034, lr=0.000600, tokens/sec=1378168.30, grad_norm=0.5891, duration=0.38s
Step 1004: loss=4.4505, lr=0.000600, tokens/sec=1377383.62, grad_norm=0.5479, duration=0.38s
Step 1005: loss=4.4727, lr=0.000600, tokens/sec=1378803.43, grad_norm=0.5599, duration=0.38s
Step 1006: loss=4.4986, lr=0.000600, tokens/sec=1380780.82, grad_norm=0.6420, duration=0.38s
Step 1007: loss=4.5156, lr=0.000600, tokens/sec=1377601.93, grad_norm=0.6680, duration=0.38s
Step 1008: loss=4.4493, lr=0.000600, tokens/sec=1379065.43, grad_norm=0.6537, duration=0.38s
Step 1009: loss=4.4606, lr=0.000600, tokens/sec=1376928.25, grad_norm=0.5324, duration=0.38s
Step 1010: loss=4.5088, lr=0.000600, tokens/sec=1379740.34, grad_norm=0.5024, duration=0.38s
Step 1011: loss=4.4247, lr=0.000600, tokens/sec=1379403.67, grad_norm=0.5056, duration=0.38s
Step 1012: loss=4.4404, lr=0.000600, tokens/sec=1377685.65, grad_norm=0.4871, duration=0.38s
Step 1013: loss=4.4611, lr=0.000600, tokens/sec=1378911.50, grad_norm=0.5447, duration=0.38s
Step 1014: loss=4.4306, lr=0.000600, tokens/sec=1378983.27, grad_norm=0.6334, duration=0.38s
Step 1015: loss=4.5047, lr=0.000600, tokens/sec=1375191.44, grad_norm=0.6193, duration=0.38s
Step 1016: loss=4.4235, lr=0.000600, tokens/sec=1373503.62, grad_norm=0.5094, duration=0.38s
Step 1017: loss=4.5081, lr=0.000600, tokens/sec=1371548.71, grad_norm=0.5424, duration=0.38s
Step 1018: loss=4.4642, lr=0.000600, tokens/sec=1372116.97, grad_norm=0.5536, duration=0.38s
Step 1019: loss=4.3803, lr=0.000600, tokens/sec=1368675.32, grad_norm=0.4546, duration=0.38s
Step 1020: loss=4.3934, lr=0.000600, tokens/sec=1376170.82, grad_norm=0.4463, duration=0.38s
Step 1021: loss=4.4154, lr=0.000600, tokens/sec=1378016.30, grad_norm=0.5230, duration=0.38s
Step 1022: loss=4.4106, lr=0.000600, tokens/sec=1379581.94, grad_norm=0.5083, duration=0.38s
Step 1023: loss=4.3751, lr=0.000600, tokens/sec=1377599.34, grad_norm=0.4851, duration=0.38s
Step 1024: loss=4.3331, lr=0.000600, tokens/sec=1369563.54, grad_norm=0.4148, duration=0.38s
Step 1025: loss=4.3762, lr=0.000600, tokens/sec=1376704.12, grad_norm=0.4107, duration=0.38s
Step 1026: loss=4.3673, lr=0.000600, tokens/sec=1374852.69, grad_norm=0.5348, duration=0.38s
Step 1027: loss=4.3495, lr=0.000600, tokens/sec=1373426.42, grad_norm=0.6111, duration=0.38s
Step 1028: loss=4.3447, lr=0.000600, tokens/sec=1375388.41, grad_norm=0.6218, duration=0.38s
Step 1029: loss=4.3643, lr=0.000600, tokens/sec=1371864.45, grad_norm=0.5409, duration=0.38s
Step 1030: loss=4.3521, lr=0.000600, tokens/sec=1375138.13, grad_norm=0.5146, duration=0.38s
Step 1031: loss=4.2810, lr=0.000600, tokens/sec=1378527.70, grad_norm=0.5925, duration=0.38s
Step 1032: loss=4.3608, lr=0.000600, tokens/sec=1379100.89, grad_norm=0.6482, duration=0.38s
Step 1033: loss=4.2853, lr=0.000600, tokens/sec=1373234.30, grad_norm=0.5317, duration=0.38s
Step 1034: loss=4.2710, lr=0.000600, tokens/sec=1376880.83, grad_norm=0.5372, duration=0.38s
Step 1035: loss=4.2425, lr=0.000600, tokens/sec=1373958.46, grad_norm=0.5984, duration=0.38s
Step 1036: loss=4.2779, lr=0.000600, tokens/sec=1374597.44, grad_norm=0.6138, duration=0.38s
Step 1037: loss=4.3598, lr=0.000600, tokens/sec=1375980.51, grad_norm=0.5717, duration=0.38s
Step 1038: loss=4.3338, lr=0.000600, tokens/sec=1377301.67, grad_norm=0.5657, duration=0.38s
Step 1039: loss=4.3448, lr=0.000600, tokens/sec=1378027.53, grad_norm=0.5387, duration=0.38s
Step 1040: loss=4.3128, lr=0.000600, tokens/sec=1377363.78, grad_norm=0.5295, duration=0.38s
Step 1041: loss=4.3591, lr=0.000600, tokens/sec=1376689.47, grad_norm=0.5520, duration=0.38s
Step 1042: loss=4.3267, lr=0.000600, tokens/sec=1375515.74, grad_norm=0.5882, duration=0.38s
Step 1043: loss=4.3847, lr=0.000600, tokens/sec=1377147.27, grad_norm=0.5806, duration=0.38s
Step 1044: loss=4.4632, lr=0.000600, tokens/sec=1377077.42, grad_norm=0.4953, duration=0.38s
Step 1045: loss=4.4630, lr=0.000600, tokens/sec=1378557.95, grad_norm=0.4656, duration=0.38s
Step 1046: loss=4.4268, lr=0.000600, tokens/sec=1380030.41, grad_norm=0.4392, duration=0.38s
Step 1047: loss=4.4414, lr=0.000600, tokens/sec=1377728.80, grad_norm=0.4546, duration=0.38s
Step 1048: loss=4.3849, lr=0.000600, tokens/sec=1379210.74, grad_norm=0.5191, duration=0.38s
Step 1049: loss=4.4275, lr=0.000600, tokens/sec=1380724.47, grad_norm=0.4999, duration=0.38s
Step 1050: loss=4.3836, lr=0.000600, tokens/sec=1377132.61, grad_norm=0.4531, duration=0.38s
Step 1051: loss=4.4187, lr=0.000600, tokens/sec=1375342.82, grad_norm=0.4846, duration=0.38s
Step 1052: loss=4.4070, lr=0.000600, tokens/sec=1379440.01, grad_norm=0.5166, duration=0.38s
Step 1053: loss=4.3404, lr=0.000600, tokens/sec=1380188.05, grad_norm=0.5229, duration=0.38s
Step 1054: loss=4.3950, lr=0.000600, tokens/sec=1379525.68, grad_norm=0.5170, duration=0.38s
Step 1055: loss=4.3626, lr=0.000600, tokens/sec=1380323.20, grad_norm=0.4781, duration=0.38s
Step 1056: loss=4.3845, lr=0.000600, tokens/sec=1380019.15, grad_norm=0.5059, duration=0.38s
Step 1057: loss=4.3424, lr=0.000600, tokens/sec=1378876.05, grad_norm=0.5992, duration=0.38s
Step 1058: loss=4.3880, lr=0.000600, tokens/sec=1380964.65, grad_norm=0.6445, duration=0.38s
Step 1059: loss=4.3411, lr=0.000600, tokens/sec=1374216.04, grad_norm=0.6115, duration=0.38s
Step 1060: loss=4.3618, lr=0.000600, tokens/sec=1375024.62, grad_norm=0.5402, duration=0.38s
Step 1061: loss=4.3427, lr=0.000600, tokens/sec=1375846.21, grad_norm=0.5963, duration=0.38s
Step 1062: loss=4.3645, lr=0.000600, tokens/sec=1374807.99, grad_norm=0.7200, duration=0.38s
Step 1063: loss=4.3345, lr=0.000600, tokens/sec=1374717.75, grad_norm=0.5849, duration=0.38s
Step 1064: loss=4.3941, lr=0.000600, tokens/sec=1377186.08, grad_norm=0.4701, duration=0.38s
